Cruise,Transect,Station,Latitude,Longitude,Time_PST,Night0Day1,Class,Abundance (#/m^2),ESD_n,ESD_mean,ESD_mean-1outlier,ESD_mean-2outliers,Feret_n,Feret_mean,Feret_mean-1outlier,Feret_mean-2outliers,ugcarbon_n,ugcarbon_mean,ugcarbon_mean-1outlier,ugcarbon_mean-2outliers,Carbon_mg_sum,Carbon_mg_sum-1outlier,Carbon_mg_sum-2outliers
P1208,2,3,34.563,-122.664,20-Aug-2012 20:29:59,0,pteropoda,17728.999578,21,36.533104,34.420924,33.917928,21,0.446227,0.414451,0.408732,21,1.798375,0.817455,0.767013,31.883386,13.802534,12.303285
P1208,2,3,34.563,-122.664,20-Aug-2012 20:29:59,0,pyrosomes,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1208,2,3,34.563,-122.664,20-Aug-2012 20:29:59,0,rhizaria,18615.449557,23,39.796994,36.519618,35.912588,23,0.621705,0.588758,0.568472,23,1.245365,0.556478,0.522902,23.183034,9.889287,8.851144
P1208,2,4,34.569,-122.713,20-Aug-2012 22:01:00,0,All Classes,442745.677889,1191,65.178232,102.645568,101.366701,1191,1.37872,2.355883,2.336638,1191,12.698177,60.182021,57.458262,5622.063081,26617.949325,25387.11466
P1208,2,4,34.569,-122.713,20-Aug-2012 22:01:00,0,All Copepods,279651.956324,708,62.54175,76.102473,75.600722,708,1.297927,1.678018,1.660232,708,10.72938,28.994774,26.824294,3000.492204,8095.25375,7477.058441
P1208,2,4,34.569,-122.713,20-Aug-2012 22:01:00,0,All Calanoid Copepods,174913.55778,466,72.037215,84.427289,84.27154,466,1.5157,1.841704,1.836115,466,15.742852,27.145092,26.451634,2753.638326,4745.574681,4621.935619
P1208,2,4,34.569,-122.713,20-Aug-2012 22:01:00,0,All Non-Calanoid Copepods,104738.398544,242,46.684284,46.620882,46.417594,242,0.934246,0.93511,0.929129,242,2.356861,2.259976,2.188306,246.853878,235.678113,227.20844
P1208,2,4,34.569,-122.713,20-Aug-2012 22:01:00,0,appendicularia,28034.576888,68,69.080109,67.712374,67.521578,68,2.035517,1.999054,1.993457,68,6.141323,5.655369,5.585539,172.169403,155.972927,153.538781
P1208,2,4,34.569,-122.713,20-Aug-2012 22:01:00,0,bryozoan_larvae,3639.672429,8,50.164485,50.802858,51.470478,8,0.645997,0.631865,0.638829,8,1.348804,1.294618,1.343234,4.909205,4.122989,3.6667
P1208,2,4,34.569,-122.713,20-Aug-2012 22:01:00,0,chaetognatha,2554.595086,15,154.371093,199.440183,228.548604,15,5.626255,7.442944,7.162657,15,30.987118,57.723593,49.603122,79.15954,142.208032,117.688936
P1208,2,4,34.569,-122.713,20-Aug-2012 22:01:00,0,cnidaria_ctenophores,6032.757052,30,136.885826,284.853529,268.371878,30,2.689296,5.821966,5.585214,30,41.704387,77.486563,74.984347,251.592434,460.406965,438.716424
P1208,2,4,34.569,-122.713,20-Aug-2012 22:01:00,0,copepoda_calanoida,174276.615105,459,71.387448,84.098176,83.312435,459,1.482607,1.811459,1.784994,459,11.93929,25.249116,22.213657,2080.738978,4388.84313,3851.108277
P1208,2,4,34.569,-122.713,20-Aug-2012 22:01:00,0,copepoda_eucalanids,636.942675,7,249.822656,264.366914,282.608063,7,10.570559,9.575456,10.254169,7,1056.451975,781.631539,892.299907,672.899347,426.732414,405.959921
P1208,2,4,34.569,-122.713,20-Aug-2012 22:01:00,0,copepoda_harpacticoida,457.233849,2,40.252396,40.101141,NaN,2,0.68164,0.673548,NaN,2,0.139538,2.764117,NaN,0.063801,1.25756,NaN
P1208,2,4,34.569,-122.713,20-Aug-2012 22:01:00,0,copepoda_oithona_like,39401.728844,90,37.281231,36.884534,36.663248,90,0.802216,0.789432,0.782934,90,1.228338,1.158666,1.124311,48.398645,45.548024,43.685983
P1208,2,4,34.569,-122.713,20-Aug-2012 22:01:00,0,copepoda_others,454.959054,1,31.875463,NaN,NaN,1,0.442555,NaN,NaN,1,0.281689,NaN,NaN,0.128157,NaN,NaN
P1208,2,4,34.569,-122.713,20-Aug-2012 22:01:00,0,copepoda_poecilostomatoids,64424.476797,149,52.585377,52.413273,52.122445,149,1.02026,1.014105,1.005277,149,3.077453,2.924431,2.812029,198.263275,187.074441,178.604768
P1208,2,4,34.569,-122.713,20-Aug-2012 22:01:00,0,crustacea_others,6667.424932,28,69.094083,271.884401,256.288204,28,1.113588,5.422289,5.078931,28,15.854456,243.104951,217.661624,105.708398,1620.330998,1351.720278
P1208,2,4,34.569,-122.713,20-Aug-2012 22:01:00,0,doliolids,2461.32848,9,142.646439,284.631197,151.188109,9,2.434194,5.114861,2.548362,9,5.725152,47.570789,6.417964,14.091479,95.444578,9.956896
P1208,2,4,34.569,-122.713,20-Aug-2012 22:01:00,0,eggs,15559.599636,35,35.796586,35.291562,34.645271,35,0.468047,0.463432,0.447421,35,11.36419,9.390642,7.546188,176.822239,141.842279,110.549251
P1208,2,4,34.569,-122.713,20-Aug-2012 22:01:00,0,euphausiids,13771.610555,89,150.169857,240.460491,237.851796,89,3.890169,6.763484,6.701352,89,100.141846,285.874029,271.14175,1379.114497,3806.884815,3586.028517
P1208,2,4,34.569,-122.713,20-Aug-2012 22:01:00,0,multiples,15197.907188,36,99.84404,102.149797,99.64963,36,2.396203,2.437137,2.352052,36,16.077454,16.514243,14.836967,244.343653,243.468622,211.990428
P1208,2,4,34.569,-122.713,20-Aug-2012 22:01:00,0,nauplii,41494.540491,93,42.319478,41.901675,41.676609,93,0.669197,0.656454,0.64895,93,2.582222,2.404783,2.309225,107.148134,98.691283,93.719012
P1208,2,4,34.569,-122.713,20-Aug-2012 22:01:00,0,ostracods,3730.66424,9,81.725003,75.192051,80.401535,9,1.261844,1.100068,1.0661,9,10.115613,6.231827,5.496037,37.737957,20.413629,17.503303
P1208,2,4,34.569,-122.713,20-Aug-2012 22:01:00,0,others,7463.603276,19,48.403601,45.716456,45.299503,19,0.704481,0.694161,0.686631,19,1.731274,1.276515,1.226398,12.921539,8.946641,8.483795
P1208,2,4,34.569,-122.713,20-Aug-2012 22:01:00,0,polychaete,1016.833485,10,84.852819,358.015324,358.724731,10,1.553621,8.134676,8.152199,10,18.01344,132.801079,145.241534,18.316669,134.734489,134.14027
P1208,2,4,34.569,-122.713,20-Aug-2012 22:01:00,0,pteropoda,11828.935396,26,33.952856,33.58754,33.262111,26,0.420029,0.413405,0.406742,26,0.887788,0.817482,0.749266,10.501587,9.298016,8.181249
P1208,2,4,34.569,-122.713,20-Aug-2012 22:01:00,0,pyrosomes,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1208,2,4,34.569,-122.713,20-Aug-2012 22:01:00,0,rhizaria,3639.672429,8,44.98745,36.911871,33.908436,8,0.678559,0.514655,0.538854,8,1.932631,0.616624,0.425093,7.034142,1.963772,1.160398
P1208,2,5,34.574,-122.761,20-Aug-2012 23:24:59,0,All Classes,455021.284472,1574,73.348523,125.708133,125.523384,1574,1.472174,2.720463,2.716411,1574,11.639855,75.460992,74.431404,5296.381994,34308.424653,33836.877278
P1208,2,5,34.574,-122.761,20-Aug-2012 23:24:59,0,All Copepods,288476.772164,942,67.130409,86.405561,86.127824,942,1.377884,1.81651,1.809323,942,9.5227,19.450565,19.013659,2747.077805,5603.836253,5470.922701
P1208,2,5,34.574,-122.761,20-Aug-2012 23:24:59,0,All Calanoid Copepods,159235.609846,588,83.168938,96.76659,96.706833,588,1.756107,2.054665,2.05311,588,15.507427,24.323425,24.226099,2469.334619,3872.029975,3855.415781
P1208,2,5,34.574,-122.761,20-Aug-2012 23:24:59,0,All Non-Calanoid Copepods,129241.162317,354,47.369638,47.224182,47.122712,354,0.911883,0.907739,0.905294,354,2.14903,2.127279,2.109365,277.743186,274.144522,271.055108
P1208,2,5,34.574,-122.761,20-Aug-2012 23:24:59,0,appendicularia,25173.052008,69,68.352799,67.634903,67.263378,69,1.886533,1.863714,1.848398,69,4.557928,4.381416,4.249424,114.736959,110.285505,105.390108
P1208,2,5,34.574,-122.761,20-Aug-2012 23:24:59,0,bryozoan_larvae,4441.97668,12,47.573817,48.241624,48.566396,12,0.655108,0.621047,0.629823,12,1.149924,1.192888,1.168093,5.107936,4.857217,4.323869
P1208,2,5,34.574,-122.761,20-Aug-2012 23:24:59,0,chaetognatha,2002.591153,22,138.4075,388.254535,377.870027,22,4.981553,14.794979,14.446225,22,50.392347,376.263889,337.82922,100.915268,736.092783,645.270693
P1208,2,5,34.574,-122.761,20-Aug-2012 23:24:59,0,cnidaria_ctenophores,9035.720896,41,106.770195,166.748112,138.908315,41,1.838547,3.219282,2.438448,41,30.652611,46.415434,37.98762,276.968435,402.215554,315.122179
P1208,2,5,34.574,-122.761,20-Aug-2012 23:24:59,0,copepoda_calanoida,158402.739219,584,82.763767,96.243045,95.759267,584,1.74136,2.037736,2.025138,584,14.999551,23.805038,23.017902,2375.969935,3761.971479,3629.057927
P1208,2,5,34.574,-122.761,20-Aug-2012 23:24:59,0,copepoda_eucalanids,832.870627,4,160.227782,151.05354,168.379832,4,4.560661,3.96513,3.908639,4,112.099864,75.419536,72.300454,93.364684,59.32501,53.526155
P1208,2,5,34.574,-122.761,20-Aug-2012 23:24:59,0,copepoda_harpacticoida,370.164723,1,71.720902,NaN,NaN,1,2.288943,NaN,NaN,1,2.731112,NaN,NaN,1.010961,NaN,NaN
P1208,2,5,34.574,-122.761,20-Aug-2012 23:24:59,0,copepoda_oithona_like,22630.020359,64,37.610116,36.931404,36.522184,64,0.7667,0.751602,0.739972,64,1.17373,1.067743,1.003652,26.561534,23.767812,21.969637
P1208,2,5,34.574,-122.761,20-Aug-2012 23:24:59,0,copepoda_others,2220.98834,6,38.157798,34.694458,33.342787,6,0.684528,0.622118,0.656477,6,0.944998,0.701097,0.60909,2.098829,1.297606,0.901854
P1208,2,5,34.574,-122.761,20-Aug-2012 23:24:59,0,copepoda_poecilostomatoids,104019.988895,283,49.602897,49.401983,49.303236,283,0.943422,0.93952,0.937037,283,2.384848,2.355554,2.334083,248.071861,244.152733,241.063318
P1208,2,5,34.574,-122.761,20-Aug-2012 23:24:59,0,crustacea_others,5613.548029,31,90.327586,246.542769,244.150229,31,1.482367,4.533295,4.474339,31,6.655429,165.791558,160.234462,37.360571,869.308686,832.75656
P1208,2,5,34.574,-122.761,20-Aug-2012 23:24:59,0,doliolids,15391.449195,96,236.966603,537.716021,503.03213,96,3.912974,9.983807,9.179117,96,15.482601,298.381474,245.934308,238.299665,4578.717008,3682.869674
P1208,2,5,34.574,-122.761,20-Aug-2012 23:24:59,0,eggs,22217.286693,64,36.929228,36.950478,36.467929,64,0.44127,0.441108,0.435175,64,7.617485,7.507931,7.025383,169.239845,164.02669,150.883852
P1208,2,5,34.574,-122.761,20-Aug-2012 23:24:59,0,euphausiids,15800.481214,101,114.352252,224.781469,223.157064,101,2.868074,6.309482,6.255107,101,57.28135,477.350529,448.817656,905.0729,7541.484577,7069.937202
P1208,2,5,34.574,-122.761,20-Aug-2012 23:24:59,0,multiples,15176.753655,48,104.108571,122.340572,121.394845,48,2.235733,2.477345,2.459501,48,33.666829,65.76127,62.96529,510.953168,973.700087,929.387728
P1208,2,5,34.574,-122.761,20-Aug-2012 23:24:59,0,nauplii,36276.142884,98,41.741559,41.490597,41.248192,98,0.638358,0.63168,0.625163,98,2.228571,2.146447,2.067981,80.843951,77.070274,73.487376
P1208,2,5,34.574,-122.761,20-Aug-2012 23:24:59,0,ostracods,5182.306126,14,78.550128,81.627293,84.626224,14,1.229467,1.147524,1.190801,14,8.567845,6.750733,6.21629,44.401194,32.485483,27.612617
P1208,2,5,34.574,-122.761,20-Aug-2012 23:24:59,0,others,3379.603924,11,63.368668,85.320713,66.171048,11,0.949171,1.416711,0.9796,11,9.476554,21.123312,5.818909,32.026999,63.569323,15.357698
P1208,2,5,34.574,-122.761,20-Aug-2012 23:24:59,0,polychaete,1948.917268,10,75.428529,128.531428,127.923268,10,1.250579,2.695982,2.684062,10,11.702116,35.089081,34.819633,22.806456,55.396976,54.907139
P1208,2,5,34.574,-122.761,20-Aug-2012 23:24:59,0,pteropoda,3701.647233,10,37.316211,35.436603,34.224283,10,0.475697,0.447262,0.430148,10,1.581266,1.121529,0.933968,5.85329,3.736356,2.765776
P1208,2,5,34.574,-122.761,20-Aug-2012 23:24:59,0,pyrosomes,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1208,2,5,34.574,-122.761,20-Aug-2012 23:24:59,0,rhizaria,1203.035351,5,44.43798,38.572178,33.838305,5,0.714988,0.519599,0.462233,5,3.921375,1.393095,0.417798,4.717553,1.160268,0.32864
P1208,2,6,34.578,-122.81,21-Aug-2012 01:10:00,0,All Classes,311304.512704,1057,78.697981,123.527051,122.191003,1057,1.620074,2.682883,2.641784,1057,13.678093,156.149295,136.734529,4258.051985,48550.765592,42462.371285
P1208,2,6,34.578,-122.81,21-Aug-2012 01:10:00,0,All Copepods,231875.237012,728,67.252139,84.719139,84.397461,728,1.408452,1.824413,1.814684,728,10.156868,19.30848,18.678447,2355.126224,4469.836186,4316.902884
P1208,2,6,34.578,-122.81,21-Aug-2012 01:10:00,0,All Calanoid Copepods,137825.180129,478,81.280359,96.57161,96.063128,478,1.727885,2.097355,2.081741,478,15.531487,24.575251,23.529798,2140.629941,3385.224469,3232.291167
P1208,2,6,34.578,-122.81,21-Aug-2012 01:10:00,0,All Non-Calanoid Copepods,94050.056883,250,46.694556,46.52863,46.264489,250,0.94034,0.939882,0.93365,250,2.280661,2.210939,2.185014,214.496283,207.100549,203.843455
P1208,2,6,34.578,-122.81,21-Aug-2012 01:10:00,0,appendicularia,12138.794084,34,71.089678,67.718919,65.708722,34,2.106192,1.994905,1.939087,34,8.640224,5.885116,5.20357,104.881896,69.206459,59.218483
P1208,2,6,34.578,-122.81,21-Aug-2012 01:10:00,0,bryozoan_larvae,758.437619,2,47.649859,45.19155,NaN,2,0.621561,0.591186,NaN,2,1.150704,1.332186,NaN,0.872737,0.50519,NaN
P1208,2,6,34.578,-122.81,21-Aug-2012 01:10:00,0,chaetognatha,4264.31551,25,113.626432,311.690807,241.533495,25,3.788378,9.845574,7.208043,25,12.067371,427.011039,99.968541,51.459078,1788.523674,380.805457
P1208,2,6,34.578,-122.81,21-Aug-2012 01:10:00,0,cnidaria_ctenophores,5993.55328,28,164.694725,207.376664,205.171197,28,2.937654,3.741499,3.678781,28,45.219919,55.544357,54.799288,271.027992,311.844601,303.505349
P1208,2,6,34.578,-122.81,21-Aug-2012 01:10:00,0,copepoda_calanoida,137749.336367,477,81.17084,96.064719,95.553426,477,1.725058,2.084201,2.068508,477,15.376649,23.823893,22.773467,2118.123247,3272.690998,3119.757696
P1208,2,6,34.578,-122.81,21-Aug-2012 01:10:00,0,copepoda_eucalanids,75.843762,1,280.19043,NaN,NaN,1,6.862244,NaN,NaN,1,296.750764,NaN,NaN,22.506694,NaN,NaN
P1208,2,6,34.578,-122.81,21-Aug-2012 01:10:00,0,copepoda_harpacticoida,760.333713,3,128.898558,98.670459,85.83102,3,2.69233,2.392279,2.311702,3,4.158521,3.058066,2.799843,3.161864,2.319352,1.061753
P1208,2,6,34.578,-122.81,21-Aug-2012 01:10:00,0,copepoda_oithona_like,38682.214638,103,36.338508,35.866264,35.618652,103,0.770428,0.759771,0.754224,103,1.134993,1.059651,1.031571,43.904047,40.587826,39.121061
P1208,2,6,34.578,-122.81,21-Aug-2012 01:10:00,0,copepoda_others,1516.875237,4,30.589493,30.92746,30.684816,4,0.533013,0.495939,0.490781,4,0.462251,0.375178,0.365323,0.701177,0.426824,0.277075
P1208,2,6,34.578,-122.81,21-Aug-2012 01:10:00,0,copepoda_poecilostomatoids,53090.633295,140,53.522913,53.320225,53.134413,140,1.050685,1.04096,1.03667,140,3.140464,3.004542,2.965771,166.729196,158.37367,155.20529
P1208,2,6,34.578,-122.81,21-Aug-2012 01:10:00,0,crustacea_others,1289.343951,5,85.862564,112.960161,70.333016,5,1.481482,2.139611,1.123384,5,10.729534,16.424821,1.335145,13.83406,19.931523,1.113887
P1208,2,6,34.578,-122.81,21-Aug-2012 01:10:00,0,doliolids,16793.704968,98,201.731218,288.13876,288.065027,98,3.318823,4.673701,4.672559,98,10.205048,22.643273,22.621648,171.380566,371.677685,371.279835
P1208,2,6,34.578,-122.81,21-Aug-2012 01:10:00,0,eggs,9103.147516,25,37.122791,36.897868,36.33773,25,0.45799,0.457656,0.447467,25,8.039876,7.822325,7.121674,73.188179,68.241409,59.428299
P1208,2,6,34.578,-122.81,21-Aug-2012 01:10:00,0,euphausiids,4888.130451,42,141.200124,417.595103,411.473884,42,3.617519,12.663229,12.411291,42,128.38125,3346.472173,3146.099707,627.5443,16351.647306,15133.968445
P1208,2,6,34.578,-122.81,21-Aug-2012 01:10:00,0,multiples,11452.408039,31,115.385501,112.208723,106.510539,31,2.441099,2.384134,2.227894,31,42.084447,31.069489,23.431955,481.968264,344.038335,250.580635
P1208,2,6,34.578,-122.81,21-Aug-2012 01:10:00,0,nauplii,3412.969283,9,37.781618,36.80454,35.827527,9,0.645658,0.588044,0.572781,9,2.336146,1.724786,1.615057,7.973195,5.232569,4.287219
P1208,2,6,34.578,-122.81,21-Aug-2012 01:10:00,0,ostracods,2047.78157,7,86.061159,98.054486,81.770686,7,1.2602,1.370342,1.588279,7,10.801935,11.532163,7.997835,22.120003,22.740708,12.738304
P1208,2,6,34.578,-122.81,21-Aug-2012 01:10:00,0,others,381.114903,2,34.471686,31.795474,NaN,2,0.494305,0.461401,NaN,2,12.158995,0.328195,NaN,4.633974,0.124458,NaN
P1208,2,6,34.578,-122.81,21-Aug-2012 01:10:00,0,polychaete,383.010997,3,215.666719,562.509166,494.994618,3,4.209232,11.240663,9.27404,3,56.759448,221.637854,168.439839,21.739493,0.840492,0.319378
P1208,2,6,34.578,-122.81,21-Aug-2012 01:10:00,0,pteropoda,4929.84452,13,40.385406,37.668531,35.416648,13,0.559662,0.463875,0.438432,13,8.844561,1.526248,1.114966,43.602312,6.945384,4.650977
P1208,2,6,34.578,-122.81,21-Aug-2012 01:10:00,0,pyrosomes,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1208,2,6,34.578,-122.81,21-Aug-2012 01:10:00,0,rhizaria,1592.718999,5,54.049197,52.797612,35.033771,5,0.724279,0.695568,0.467969,5,4.206462,2.9067,0.472406,6.699712,3.527281,0.39412
P1208,2,7,34.581,-122.858,21-Aug-2012 02:24:00,0,All Classes,485929.854947,1407,66.213089,103.784672,102.714244,1407,1.397944,2.314808,2.279901,1407,7.198082,55.46252,47.13654,3497.762747,26948.493013,22882.601326
P1208,2,7,34.581,-122.858,21-Aug-2012 02:24:00,0,All Copepods,285011.907339,748,56.916105,73.390711,72.912016,748,1.144885,1.51314,1.499771,748,5.565063,16.696548,15.471943,1586.109292,4751.485535,4396.289493
P1208,2,7,34.581,-122.858,21-Aug-2012 02:24:00,0,All Calanoid Copepods,156280.580212,447,64.05332,82.615263,82.530736,447,1.287164,1.690678,1.688295,447,8.082386,18.460694,18.238404,1263.119947,2884.24858,2848.728976
P1208,2,7,34.581,-122.858,21-Aug-2012 02:24:00,0,All Non-Calanoid Copepods,128731.327127,301,48.251485,48.117221,47.924392,301,0.972158,0.973217,0.969508,301,2.509019,2.468103,2.426463,322.989345,316.653506,310.260556
P1208,2,7,34.581,-122.858,21-Aug-2012 02:24:00,0,appendicularia,81493.829833,192,64.851394,64.794039,64.367258,192,1.838637,1.831213,1.818321,192,4.879905,4.695649,4.507603,397.682176,380.633263,363.438296
P1208,2,7,34.581,-122.858,21-Aug-2012 02:24:00,0,bryozoan_larvae,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1208,2,7,34.581,-122.858,21-Aug-2012 02:24:00,0,chaetognatha,6222.126001,40,132.542555,290.104661,226.454102,40,4.471854,11.269038,8.829132,40,23.001087,520.861078,122.89122,143.115662,3015.333455,658.222296
P1208,2,7,34.581,-122.858,21-Aug-2012 02:24:00,0,cnidaria_ctenophores,6155.011907,37,124.759756,168.822792,166.744808,37,2.546284,3.713731,3.677931,37,39.9327,54.246558,53.817002,245.786242,331.539364,326.583797
P1208,2,7,34.581,-122.858,21-Aug-2012 02:24:00,0,copepoda_calanoida,156061.918164,441,63.801956,82.74459,81.894251,441,1.278859,1.685795,1.666938,441,7.542515,18.796065,17.454162,1177.099397,2925.211378,2708.81484
P1208,2,7,34.581,-122.858,21-Aug-2012 02:24:00,0,copepoda_eucalanids,218.662048,6,243.455303,257.735679,249.241683,6,7.213945,7.647312,6.98756,6,393.394968,316.803439,320.072816,86.020549,55.555485,55.435863
P1208,2,7,34.581,-122.858,21-Aug-2012 02:24:00,0,copepoda_harpacticoida,43.299415,1,46.619952,NaN,NaN,1,2.068541,NaN,NaN,1,2.117801,NaN,NaN,0.0917,NaN,NaN
P1208,2,7,34.581,-122.858,21-Aug-2012 02:24:00,0,copepoda_oithona_like,54169.733709,127,39.025199,38.690557,38.385615,127,0.841818,0.834883,0.828149,127,1.409306,1.361029,1.315292,76.341727,73.137279,70.109984
P1208,2,7,34.581,-122.858,21-Aug-2012 02:24:00,0,copepoda_others,865.988309,2,40.346726,47.391925,NaN,2,0.776806,0.661602,NaN,2,1.205947,1.638432,NaN,1.044336,0.709431,NaN
P1208,2,7,34.581,-122.858,21-Aug-2012 02:24:00,0,copepoda_poecilostomatoids,73652.305694,171,55.131127,54.850436,54.551745,171,1.069673,1.06344,1.05758,171,3.333386,3.257588,3.189135,245.511583,238.51832,232.125369
P1208,2,7,34.581,-122.858,21-Aug-2012 02:24:00,0,crustacea_others,1392.076207,8,67.59384,223.511142,223.055761,8,1.114423,3.904324,3.893624,8,3.10702,105.91054,105.312384,4.325209,101.576898,100.775219
P1208,2,7,34.581,-122.858,21-Aug-2012 02:24:00,0,doliolids,19447.932453,128,199.434073,271.153788,271.640275,128,3.323421,4.483275,4.473251,128,9.382322,16.922739,16.806315,182.466762,321.784841,318.843343
P1208,2,7,34.581,-122.858,21-Aug-2012 02:24:00,0,eggs,7363.065599,18,33.612428,33.482134,33.10852,18,0.410455,0.408869,0.414055,18,5.228747,5.171922,4.975704,38.499608,35.841791,32.327536
P1208,2,7,34.581,-122.858,21-Aug-2012 02:24:00,0,euphausiids,6087.897813,53,117.508888,230.229411,227.543312,53,2.785121,6.507672,6.416109,53,73.169893,365.853256,335.955446,445.450829,2211.436006,2016.169075
P1208,2,7,34.581,-122.858,21-Aug-2012 02:24:00,0,multiples,15289.023598,40,93.046023,101.139587,96.067432,40,2.069857,2.268855,2.136457,40,15.854853,25.060158,18.645559,242.405221,372.294446,268.92555
P1208,2,7,34.581,-122.858,21-Aug-2012 02:24:00,0,nauplii,32478.891535,77,40.152913,40.202598,40.027181,77,0.612988,0.605309,0.601977,77,2.041753,1.908925,1.881132,66.313881,61.173206,59.468058
P1208,2,7,34.581,-122.858,21-Aug-2012 02:24:00,0,ostracods,6927.906473,16,66.803778,64.378054,61.842722,16,0.944681,0.896711,0.851945,16,4.433434,3.781536,3.241007,30.714418,24.560747,19.646719
P1208,2,7,34.581,-122.858,21-Aug-2012 02:24:00,0,others,6626.975536,19,42.621831,47.943916,42.273888,19,0.66418,0.746035,0.672611,19,5.097493,3.596141,2.144444,33.780959,23.67583,13.189793
P1208,2,7,34.581,-122.858,21-Aug-2012 02:24:00,0,polychaete,3074.258498,8,89.000576,81.934937,87.897901,8,1.676429,1.55955,1.296191,8,16.779091,14.950394,11.270567,51.583264,39.487944,24.888458
P1208,2,7,34.581,-122.858,21-Aug-2012 02:24:00,0,pteropoda,5195.929855,12,43.299223,41.520424,40.103255,12,0.578533,0.550551,0.522208,12,3.518785,2.840458,2.230852,18.283359,13.528917,9.65946
P1208,2,7,34.581,-122.858,21-Aug-2012 02:24:00,0,pyrosomes,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1208,2,7,34.581,-122.858,21-Aug-2012 02:24:00,0,rhizaria,3163.022299,11,53.574642,66.3744,54.720042,11,0.897385,0.951059,0.800403,11,3.555418,8.159507,4.894679,11.245866,25.455402,13.150675
P1208,2,8,34.585,-122.906,21-Aug-2012 04:12:59,0,All Classes,329168.25801,1060,61.155355,103.103997,103.062641,1060,1.303857,2.296933,2.295534,1060,5.755663,36.09336,35.824696,1894.581588,11865.471816,11776.390227
P1208,2,8,34.585,-122.906,21-Aug-2012 04:12:59,0,All Copepods,213146.615744,608,51.904313,73.218846,72.787875,608,1.065533,1.581162,1.566585,608,4.522945,19.750472,18.65863,964.050363,4201.365041,3961.187873
P1208,2,8,34.585,-122.906,21-Aug-2012 04:12:59,0,All Calanoid Copepods,141741.99024,432,57.271704,78.598403,78.566924,432,1.171885,1.678772,1.677694,432,5.969643,19.383832,19.301985,846.149145,2747.091598,2735.082739
P1208,2,8,34.585,-122.906,21-Aug-2012 04:12:59,0,All Non-Calanoid Copepods,71404.625504,176,41.249754,42.527699,41.742557,176,0.854419,0.866805,0.856821,176,1.651171,1.881513,1.742398,117.901218,133.550273,122.936455
P1208,2,8,34.585,-122.906,21-Aug-2012 04:12:59,0,appendicularia,48843.624019,117,62.152856,62.642238,62.046429,117,1.731807,1.744034,1.727277,117,3.869998,4.027686,3.836007,189.024735,195.017594,184.108782
P1208,2,8,34.585,-122.906,21-Aug-2012 04:12:59,0,bryozoan_larvae,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,0
P1208,2,8,34.585,-122.906,21-Aug-2012 04:12:59,0,chaetognatha,2535.539996,29,144.007461,248.148973,184.760291,29,5.16461,9.300651,7.174172,29,26.079581,126.489186,42.10906,66.12582,267.041673,71.03056
P1208,2,8,34.585,-122.906,21-Aug-2012 04:12:59,0,cnidaria_ctenophores,1580.73414,22,109.398082,240.946752,240.410138,22,2.138605,5.155896,5.144647,22,34.325975,72.753888,72.62996,54.260241,113.46087,113.113497
P1208,2,8,34.585,-122.906,21-Aug-2012 04:12:59,0,copepoda_calanoida,141593.464884,425,57.117145,78.880594,78.247592,425,1.165945,1.674377,1.657181,425,5.623427,19.732867,18.719169,796.240455,2785.671182,2634.624693
P1208,2,8,34.585,-122.906,21-Aug-2012 04:12:59,0,copepoda_eucalanids,148.525355,7,204.617366,210.284757,216.53171,7,6.834436,6.3261,5.816627,7,336.028079,268.335958,208.80765,49.90869,34.161166,22.152307
P1208,2,8,34.585,-122.906,21-Aug-2012 04:12:59,0,copepoda_harpacticoida,424.358158,1,108.094955,NaN,NaN,1,2.490651,NaN,NaN,1,3.376562,NaN,NaN,1.432872,NaN,NaN
P1208,2,8,34.585,-122.906,21-Aug-2012 04:12:59,0,copepoda_oithona_like,49270.103968,119,36.08849,35.914204,35.708957,119,0.780016,0.772014,0.764829,119,1.16025,1.112911,1.067834,57.165619,54.360956,51.706026
P1208,2,8,34.585,-122.906,21-Aug-2012 04:12:59,0,copepoda_others,848.716317,2,32.615806,32.586528,NaN,2,0.599141,0.660535,NaN,2,0.614929,0.770332,NaN,0.5219,0.326897,NaN
P1208,2,8,34.585,-122.906,21-Aug-2012 04:12:59,0,copepoda_poecilostomatoids,20861.447061,54,52.431023,57.214327,54.757692,54,1.007241,1.068199,1.037271,54,2.817677,3.700215,3.248323,58.780828,75.621624,65.007806
P1208,2,8,34.585,-122.906,21-Aug-2012 04:12:59,0,crustacea_others,619.562911,12,144.970227,252.960601,247.540278,12,2.701808,4.512277,4.375277,12,33.815853,65.823898,56.3907,20.951048,39.385401,32.544601
