studyName,"Datetime GMT","Latitude (º)","Longitude (º)",Cycle,Sample,Event,Cast,Bottle,"Assoc. Bottle 1","Assoc. Bottle 2","Assoc. Bottle 3","Nominal Depth (m)","Actual Depth (m)","Phosphate (µmol/L)","Silicic Acid (µmol/L)","Nitrite (µmol/L)","Nitrate (µmol/L)","Ammonium (µmol/L)","Bottle Note","Nutrient Sample Note","Nutrient Analysis Note"
P1208MV,"2012-08-05 13:09:00",,,EFront1,CTD,,12,4,,,,,43,0.31,0.90,0.12,4.52,1.16,,,
P1208MV,"2012-08-05 13:09:00",,,EFront1,CTD,,12,3,,,,,53,0.38,0.80,0.13,4.87,1.38,,,
P1208MV,"2012-08-05 13:09:00",,,EFront1,CTD,,12,2,,,,,69,1.52,12.10,0.35,15.99,1.52,,,
P1208MV,"2012-08-05 13:09:00",,,EFront1,CTD,,12,1,,,,,98,1.94,25.30,0.00,24.60,0.00,,,
P1208MV,"2012-08-05 15:06:00",,,EFront1,CTD,,13,8,,,,,2,0.28,0.60,0.04,1.74,0.12,,,
P1208MV,"2012-08-05 15:06:00",,,EFront1,CTD,,13,7,,,,,14,0.22,0.60,0.05,1.93,0.28,,,
P1208MV,"2012-08-05 15:06:00",,,EFront1,CTD,,13,6,,,,,24,0.14,0.00,0.09,2.70,0.99,,,
P1208MV,"2012-08-05 15:06:00",,,EFront1,CTD,,13,5,,,,,34,0.17,0.20,0.12,3.11,1.29,,,
P1208MV,,,,SeaSoar1,Underway,,904,1,,,,,,0.34,0.10,0.03,0.64,0.24,,,
P1208MV,,,,SeaSoar1,Underway,,904,2,,,,,,0.40,0.90,0.11,1.34,0.63,,,
P1208MV,,,,SeaSoar1,Underway,,904,3,,,,,,0.36,0.80,0.04,0.72,0.76,,,
P1208MV,,,,SeaSoar1,Underway,,904,4,,,,,,0.28,0.20,0.04,0.47,0.46,,,
P1208MV,,,,SeaSoar1,Underway,,904,5,,,,,,0.37,1.70,0.07,0.85,0.09,,,
P1208MV,,,,SeaSoar1,Underway,,904,6,,,,,,0.36,2.50,0.07,0.59,0.06,,,
P1208MV,,,,SeaSoar1,Underway,,904,7,,,,,,0.37,2.30,0.04,0.96,0.07,,,
P1208MV,,,,SeaSoar1,Underway,,904,8,,,,,,0.31,0.70,0.03,0.51,0.14,,,
P1208MV,,,,SeaSoar1,Underway,,904,9,,,,,,0.28,1.20,0.05,0.89,0.20,,,
P1208MV,,,,SeaSoar1,Underway,,904,10,,,,,,0.26,0.20,0.06,0.68,0.20,,,
P1208MV,,,,SeaSoar1,Underway,,904,11,,,,,,0.29,0.40,0.14,0.98,0.40,,,
P1208MV,,,,SeaSoar1,Underway,,904,12,,,,,,0.32,0.50,0.07,1.06,0.46,,,
P1208MV,,,,SeaSoar1,Underway,,904,13,,,,,,0.30,0.30,0.03,0.43,0.50,,,
P1208MV,,,,SeaSoar1,Underway,,904,14,,,,,,0.34,0.70,0.06,0.88,0.33,,,
P1208MV,,,,SeaSoar1,Underway,,904,15,,,,,,0.32,0.90,0.01,0.34,0.10,,,
P1208MV,,,,SeaSoar1,Underway,,904,16,,,,,,0.29,0.80,0.04,1.20,0.25,,,
P1208MV,,,,SeaSoar1,Underway,,904,17,,,,,,0.29,0.50,0.05,1.25,0.37,,,
P1208MV,,,,SeaSoar1,Underway,,904,18,,,,,,0.36,2.30,0.04,1.01,0.19,,,
P1208MV,,,,SeaSoar1,Underway,,904,19,,,,,,0.30,2.80,0.00,0.00,0.00,,,
P1208MV,,,,SeaSoar1,Underway,,904,20,,,,,,0.29,2.40,0.00,0.00,0.02,,,
P1208MV,,,,SeaSoar1,Underway,,904,21,,,,,,0.29,2.50,0.00,0.00,0.05,,,
P1208MV,,,,SeaSoar1,Underway,,904,22,,,,,,0.31,0.40,0.04,0.64,0.30,,,
P1208MV,,,,SeaSoar1,Underway,,904,23,,,,,,0.38,0.90,0.10,0.81,0.42,,,
P1208MV,,,,SeaSoar1,Underway,,904,24,,,,,,0.36,0.90,0.04,0.84,0.15,,,
P1208MV,,,,SeaSoar1,Underway,,904,25,,,,,,0.28,0.40,0.04,0.97,0.11,,,
P1208MV,,,,SeaSoar1,Underway,,904,26,,,,,,0.32,0.20,0.05,1.66,0.33,,,
P1208MV,,,,SeaSoar1,Underway,,904,27,,,,,,0.28,0.50,0.03,1.06,0.23,,,
P1208MV,,,,SeaSoar1,Underway,,904,28,,,,,,0.30,3.00,0.00,0.01,0.00,,,
P1208MV,,,,SeaSoar1,Underway,,904,29,,,,,,0.29,3.00,0.00,0.00,0.00,,,
P1208MV,,,,SeaSoar1,Underway,,904,30,,,,,,0.30,2.70,0.00,0.00,0.00,,,
P1208MV,,,,SeaSoar1,Underway,,904,31,,,,,,0.29,0.70,0.03,0.57,0.23,,,
P1208MV,,,,SeaSoar1,Underway,,904,32,,,,,,0.36,1.20,0.03,0.70,0.07,,,
P1208MV,,,,SeaSoar1,Underway,,904,33,,,,,,0.36,1.20,0.05,0.96,0.09,,,
P1208MV,,,,SeaSoar1,Underway,,904,34,,,,,,0.29,0.50,0.03,0.77,0.15,,,
P1208MV,,,,SeaSoar1,Underway,,904,35,,,,,,0.43,3.30,0.11,2.14,0.13,,,
P1208MV,,,,SeaSoar1,Underway,,904,36,,,,,,0.30,3.00,0.00,0.06,0.01,,,
P1208MV,,,,SeaSoar1,Underway,,904,37,,,,,,0.29,2.90,0.00,0.00,0.00,,,
P1208MV,,,,SeaSoar1,Underway,,904,38,,,,,,0.29,2.90,0.00,0.00,0.01,,,
P1208MV,,,,SeaSoar1,Underway,,904,39,,,,,,0.29,2.80,0.00,0.00,0.01,,,
P1208MV,,,,SeaSoar1,Underway,,904,40,,,,,,0.31,0.50,0.07,1.19,0.24,,,
P1208MV,,,,SeaSoar1,Underway,,904,41,,,,,,0.29,0.60,0.04,0.61,0.25,,,
P1208MV,,,,SeaSoar1,Underway,,904,42,,,,,,0.25,0.60,0.03,0.36,0.02,,,
P1208MV,,,,SeaSoar1,Underway,,904,43,,,,,,0.32,1.00,0.09,2.13,0.01,,,
P1208MV,,,,SeaSoar1,Underway,,904,44,,,,,,0.36,3.30,0.04,0.64,0.02,,,
P1208MV,,,,SeaSoar1,Underway,,904,45,,,,,,0.28,3.00,0.00,0.00,0.00,,,
P1208MV,,,,SeaSoar1,Underway,,904,46,,,,,,0.29,2.80,0.00,0.00,0.00,,,
P1208MV,,,,SeaSoar1,Underway,,904,47,,,,,,0.30,2.80,0.00,0.00,0.07,,,
P1208MV,,,,SeaSoar1,Underway,,904,48,,,,,,0.30,2.70,0.00,0.00,0.00,,,
P1208MV,"2012-08-04 22:06:00",,,EFront1,CTD,,3,7,,,,,2,0.27,3.00,0.00,0.00,0.00,,,
P1208MV,"2012-08-04 22:06:00",,,EFront1,CTD,,3,6,,,,,19,0.27,2.80,0.00,0.00,0.00,,,
P1208MV,"2012-08-04 22:06:00",,,EFront1,CTD,,3,5,,,,,34,0.28,3.00,0.00,0.04,0.04,,,
P1208MV,"2012-08-04 22:06:00",,,EFront1,CTD,,3,4,,,,,45,0.32,2.90,0.00,0.05,0.00,,,
P1208MV,"2012-08-04 22:06:00",,,EFront1,CTD,,3,3,,,,,55,0.36,3.10,0.02,0.33,0.13,,,
P1208MV,"2012-08-04 22:06:00",,,EFront1,CTD,,3,2,,,,,70,0.50,4.20,0.49,1.93,0.00,,,
P1208MV,"2012-08-04 22:06:00",,,EFront1,CTD,,3,1,,,,,100,0.91,8.90,0.00,9.15,0.01,,,
P1208MV,"2012-08-05 02:38:00",,,EFront1,CTD,,4,7,,,,,2,0.26,2.90,0.00,0.00,0.00,,,
P1208MV,"2012-08-05 02:38:00",,,EFront1,CTD,,4,6,,,,,19,0.26,2.80,0.00,0.00,0.00,,,
P1208MV,"2012-08-05 02:38:00",,,EFront1,CTD,,4,5,,,,,39,0.26,2.80,0.00,0.00,0.00,,,
P1208MV,"2012-08-05 02:38:00",,,EFront1,CTD,,4,4,,,,,50,0.27,2.90,0.00,0.00,0.00,,,
P1208MV,"2012-08-05 02:38:00",,,EFront1,CTD,,4,3,,,,,59,0.31,3.10,0.00,0.01,0.00,,,
P1208MV,"2012-08-05 02:38:00",,,EFront1,CTD,,4,2,,,,,80,0.59,5.50,0.19,3.76,0.00,,,
P1208MV,"2012-08-05 02:38:00",,,EFront1,CTD,,4,1,,,,,99,0.94,9.30,0.00,10.10,0.00,,,
P1208MV,"2012-08-05 04:22:00",,,EFront1,CTD,,5,8,,,,,2,0.27,2.90,0.00,0.00,0.00,,,
P1208MV,"2012-08-05 04:22:00",,,EFront1,CTD,,5,7,,,,,20,0.28,3.40,0.00,0.11,0.01,,,
P1208MV,"2012-08-05 04:22:00",,,EFront1,CTD,,5,6,,,,,29,0.31,3.20,0.01,0.62,0.01,,,
P1208MV,"2012-08-05 04:22:00",,,EFront1,CTD,,5,5,,,,,39,0.29,2.70,0.04,1.14,0.02,,,
P1208MV,"2012-08-05 04:22:00",,,EFront1,CTD,,5,4,,,,,50,0.56,5.50,0.26,3.79,0.08,,,
P1208MV,"2012-08-05 04:22:00",,,EFront1,CTD,,5,3,,,,,57,0.37,1.80,0.11,4.57,0.91,,,
P1208MV,"2012-08-05 04:22:00",,,EFront1,CTD,,5,2,,,,,69,0.87,8.60,0.14,9.35,0.34,,,
P1208MV,"2012-08-05 04:22:00",,,EFront1,CTD,,5,1,,,,,99,1.74,19.10,0.19,20.00,1.22,,,
P1208MV,"2012-08-05 06:19:00",,,EFront1,CTD,,6,8,,,,,2,0.28,2.80,0.00,0.00,0.00,,,
P1208MV,"2012-08-05 06:19:00",,,EFront1,CTD,,6,7,,,,,20,0.29,2.60,0.00,0.19,0.00,,,
P1208MV,"2012-08-05 06:19:00",,,EFront1,CTD,,6,6,,,,,40,0.31,2.30,0.03,1.15,0.03,,,
P1208MV,"2012-08-05 06:19:00",,,EFront1,CTD,,6,5,,,,,52,0.30,2.30,0.06,1.86,0.06,,,
P1208MV,"2012-08-05 06:19:00",,,EFront1,CTD,,6,4,,,,,60,0.58,5.70,0.16,4.13,0.02,,,
P1208MV,"2012-08-05 06:19:00",,,EFront1,CTD,,6,3,,,,,72,0.79,6.90,0.15,8.00,0.62,,,
P1208MV,"2012-08-05 06:19:00",,,EFront1,CTD,,6,2,,,,,80,1.16,9.10,0.24,11.84,1.35,,,
P1208MV,"2012-08-05 06:19:00",,,EFront1,CTD,,6,1,,,,,99,1.79,19.90,0.17,20.80,0.88,,,
P1208MV,"2012-08-05 07:40:00",,,EFront1,CTD,,7,8,,,,,2,0.30,2.70,0.00,0.00,0.00,,,
P1208MV,"2012-08-05 07:40:00",,,EFront1,CTD,,7,7,,,,,20,0.31,2.70,0.00,0.22,0.00,,,
P1208MV,"2012-08-05 07:40:00",,,EFront1,CTD,,7,6,,,,,40,0.33,2.60,0.04,1.33,0.04,,,
P1208MV,"2012-08-05 07:40:00",,,EFront1,CTD,,7,5,,,,,51,0.32,2.20,0.07,1.99,0.08,,,
P1208MV,"2012-08-05 07:40:00",,,EFront1,CTD,,7,4,,,,,58,0.97,6.50,0.29,9.34,1.66,,,
P1208MV,"2012-08-05 07:40:00",,,EFront1,CTD,,7,3,,,,,67,0.59,4.70,0.11,5.96,0.67,,,
P1208MV,"2012-08-05 07:40:00",,,EFront1,CTD,,7,2,,,,,78,0.99,6.80,0.29,9.57,1.67,,,
P1208MV,"2012-08-05 07:40:00",,,EFront1,CTD,,7,1,,,,,100,1.68,19.80,0.07,20.83,0.01,,,
P1208MV,"2012-08-05 08:45:00",,,EFront1,CTD,,8,7,,,,,19,0.29,2.70,0.00,0.02,0.00,,,
P1208MV,"2012-08-05 08:45:00",,,EFront1,CTD,,8,6,,,,,34,0.31,2.80,0.00,0.35,0.00,,,
P1208MV,"2012-08-05 08:45:00",,,EFront1,CTD,,8,5,,,,,55,0.32,2.40,0.06,1.91,0.06,,,
P1208MV,"2012-08-05 08:45:00",,,EFront1,CTD,,8,4,,,,,63,0.33,2.40,0.09,2.46,0.13,,,
P1208MV,"2012-08-05 08:45:00",,,EFront1,CTD,,8,3,,,,,71,0.51,4.60,0.22,3.15,0.12,,,
P1208MV,"2012-08-05 08:45:00",,,EFront1,CTD,,8,2,,,,,79,0.79,4.00,0.25,7.57,1.80,,,
P1208MV,"2012-08-05 08:45:00",,,EFront1,CTD,,8,1,,,,,99,1.48,12.10,0.37,16.33,0.54,,,
P1208MV,"2012-08-05 08:45:00",,,EFront1,CTD,,8,8,,,,,1,0.28,2.70,0.00,0.00,0.00,,,
P1208MV,"2012-08-05 09:49:00",,,EFront1,CTD,,9,8,,,,,2,0.34,3.00,0.03,0.86,0.01,,,
P1208MV,"2012-08-05 09:49:00",,,EFront1,CTD,,9,7,,,,,21,0.33,2.30,0.10,2.40,0.11,,,
P1208MV,"2012-08-06 09:15:00",,,Cycle1,CTD,,17,2,,,,,50,0.90,9.00,0.03,9.57,0.00,,,
P1208MV,"2012-08-06 17:48:00",,,Cycle1,CTD,,19,12,,,,,2,0.14,0.10,0.04,2.18,0.00,,,
P1208MV,"2012-08-06 17:48:00",,,Cycle1,CTD,,19,2,,,,,100,2.03,25.10,0.30,24.92,0.09,,,
P1208MV,"2012-08-06 17:48:00",,,Cycle1,CTD,,19,1,,,,,484,3.08,80.80,0.00,40.84,0.00,,,
P1208MV,"2012-08-07 08:58:00",,,Cycle1,CTD,,21,23,,,,,3,0.10,0.20,0.02,1.52,0.00,,,
P1208MV,"2012-08-07 08:58:00",,,Cycle1,CTD,,21,20,,,,,8,0.09,0.10,0.15,1.22,0.03,,,
P1208MV,"2012-08-07 08:58:00",,,Cycle1,CTD,,21,17,,,,,12,0.09,0.00,0.03,1.81,0.04,,,
P1208MV,"2012-08-07 08:58:00",,,Cycle1,CTD,,21,14,,,,,20,0.12,0.10,0.04,2.38,0.12,,,
P1208MV,"2012-08-07 08:58:00",,,Cycle1,CTD,,21,11,,,,,25,0.14,0.20,0.05,2.57,0.18,,,
P1208MV,"2012-08-07 08:58:00",,,Cycle1,CTD,,21,8,,,,,30,0.15,0.50,0.06,2.77,0.18,,,
P1208MV,"2012-08-07 08:58:00",,,Cycle1,CTD,,21,5,,,,,39,0.43,3.60,0.10,5.02,0.45,,,
P1208MV,"2012-08-07 08:58:00",,,Cycle1,CTD,,21,2,,,,,50,0.15,0.60,0.05,2.81,0.13,,,
P1208MV,"2012-08-07 17:40:00",,,Cycle1,CTD,,22,10,,,,,2,0.23,0.40,0.01,0.51,0.00,,,
P1208MV,"2012-08-07 17:40:00",,,Cycle1,CTD,,22,2,,,,,100,1.98,26.50,0.00,25.72,0.00,,,
P1208MV,"2012-08-07 17:40:00",,,Cycle1,CTD,,22,1,,,,,501,3.09,86.30,0.00,41.75,0.00,,,
P1208MV,"2012-08-08 09:06:00",,,Cycle1,CTD,,24,23,,,,,3,0.22,0.50,0.01,0.75,0.00,,,
P1208MV,"2012-08-08 09:06:00",,,Cycle1,CTD,,24,20,,,,,8,0.20,0.50,0.01,0.88,0.00,,,
P1208MV,"2012-08-08 09:06:00",,,Cycle1,CTD,,24,17,,,,,12,0.19,0.30,0.02,1.05,0.00,,,
P1208MV,"2012-08-08 09:06:00",,,Cycle1,CTD,,24,14,,,,,20,0.15,0.30,0.06,2.58,0.00,,,
P1208MV,"2012-08-08 09:06:00",,,Cycle1,CTD,,24,11,,,,,25,0.17,0.60,0.08,2.84,0.03,,,
P1208MV,"2012-08-08 09:06:00",,,Cycle1,CTD,,24,8,,,,,30,0.15,0.40,0.07,2.66,0.06,,,
P1208MV,"2012-08-08 09:06:00",,,Cycle1,CTD,,24,5,,,,,40,0.46,3.80,0.16,4.22,0.14,,,
P1208MV,"2012-08-08 09:06:00",,,Cycle1,CTD,,24,2,,,,,49,0.72,5.90,0.15,6.80,0.35,,,
P1208MV,"2012-08-08 17:30:00",,,Cycle1,CTD,,25,13,,,,,3,0.20,0.30,0.02,0.84,0.00,,,
P1208MV,"2012-08-08 17:30:00",,,Cycle1,CTD,,25,2,,,,,103,1.89,22.90,0.08,23.75,0.00,,,
P1208MV,"2012-08-08 17:30:00",,,Cycle1,CTD,,25,1,,,,,496,3.07,84.00,0.00,41.17,0.00,,,
P1208MV,"2012-08-09 10:05:00",,,Cycle1,CTD,,26,23,,,,,3,0.23,0.40,0.01,0.63,0.01,,,
P1208MV,"2012-08-09 10:05:00",,,Cycle1,CTD,,26,21,,,,,7,0.23,0.20,0.01,0.65,0.05,,,
P1208MV,"2012-08-09 10:05:00",,,Cycle1,CTD,,26,19,,,,,11,0.23,0.30,0.01,0.62,0.09,,,
P1208MV,"2012-08-09 10:05:00",,,Cycle1,CTD,,26,17,,,,,19,0.23,0.20,0.02,0.81,0.16,,,
P1208MV,"2012-08-09 10:05:00",,,Cycle1,CTD,,26,15,,,,,24,0.17,0.10,0.04,1.58,0.07,,,
P1208MV,"2012-08-09 10:05:00",,,Cycle1,CTD,,26,13,,,,,29,0.16,0.10,0.06,2.09,0.16,,,
P1208MV,"2012-08-09 10:05:00",,,Cycle1,CTD,,26,11,,,,,39,0.19,0.70,0.10,2.61,0.32,,,
P1208MV,"2012-08-09 10:05:00",,,Cycle1,CTD,,26,9,,,,,49,0.50,4.30,0.18,4.38,0.19,,,
P1208MV,"2012-08-10 09:03:00",,,Cycle2,CTD,,27,23,,,,,3,0.32,2.50,0.00,0.44,0.00,,,
P1208MV,"2012-08-10 09:03:00",,,Cycle2,CTD,,27,20,,,,,12,0.32,2.60,0.00,0.49,0.00,,,
P1208MV,"2012-08-10 09:03:00",,,Cycle2,CTD,,27,17,,,,,19,0.33,2.70,0.00,0.52,0.00,,,
P1208MV,"2012-08-10 09:03:00",,,Cycle2,CTD,,27,14,,,,,30,0.32,2.30,0.12,0.56,0.00,,,
P1208MV,"2012-08-10 09:03:00",,,Cycle2,CTD,,27,11,,,,,39,0.37,2.70,0.01,0.93,0.00,,,
P1208MV,"2012-08-10 09:03:00",,,Cycle2,CTD,,27,8,,,,,50,0.39,3.40,0.17,0.67,0.00,,,
P1208MV,"2012-08-10 09:03:00",,,Cycle2,CTD,,27,5,,,,,59,0.44,4.10,0.31,1.30,0.00,,,
P1208MV,"2012-08-10 09:03:00",,,Cycle2,CTD,,27,2,,,,,70,1.47,17.50,0.00,18.42,0.00,,,
P1208MV,"2012-08-10 17:45:00",,,Cycle2,CTD,,29,9,,,,,3,0.33,2.80,0.00,0.55,0.00,,,
P1208MV,"2012-08-10 17:45:00",,,Cycle2,CTD,,29,2,,,,,122,1.47,17.50,0.00,18.37,0.00,,,
P1208MV,"2012-08-10 17:45:00",,,Cycle2,CTD,,29,1,,,,,503,3.08,82.80,0.00,40.91,0.00,,,
P1208MV,"2012-08-10 22:33:00",,,Cycle2,CTD,,30,13,,,,,3,0.32,2.90,0.00,0.34,0.00,,,
P1208MV,"2012-08-10 22:33:00",,,Cycle2,CTD,,30,12,,,,,10,0.32,2.60,0.00,0.35,0.00,,,
P1208MV,"2012-08-10 22:33:00",,,Cycle2,CTD,,30,11,,,,,51,0.33,2.80,0.07,1.18,0.01,,,
P1208MV,"2012-08-10 22:33:00",,,Cycle2,CTD,,30,10,,,,,76,0.82,7.00,0.01,6.84,0.03,,,
P1208MV,"2012-08-10 22:33:00",,,Cycle2,CTD,,30,8,,,,,205,2.02,35.00,0.00,28.15,0.00,,,
P1208MV,"2012-08-10 22:33:00",,,Cycle2,CTD,,30,7,,,,,402,2.87,65.60,0.00,38.18,0.00,,,
P1208MV,"2012-08-10 22:33:00",,,Cycle2,CTD,,30,6,,,,,607,3.18,90.60,0.00,42.31,0.00,,,
P1208MV,"2012-08-10 22:33:00",,,Cycle2,CTD,,30,5,,,,,805,3.25,106.80,0.00,43.78,0.00,,,
P1208MV,"2012-08-10 22:33:00",,,Cycle2,CTD,,30,4,,,,,1001,3.25,112.70,0.00,44.20,0.00,,,
P1208MV,"2012-08-10 22:33:00",,,Cycle2,CTD,,30,3,,,,,1303,3.18,127.10,0.00,43.89,0.00,,,
P1208MV,"2012-08-10 22:33:00",,,Cycle2,CTD,,30,2,,,,,1711,3.07,138.30,0.00,42.81,0.00,,,
P1208MV,"2012-08-10 22:33:00",,,Cycle2,CTD,,30,1,,,,,2010,2.97,146.70,0.00,41.71,0.00,,,
P1208MV,"2012-08-11 09:31:00",,,Cycle2,CTD,,32,23,,,,,2,0.33,3.30,0.00,0.49,0.00,,,
P1208MV,"2012-08-11 09:31:00",,,Cycle2,CTD,,32,20,,,,,12,0.32,3.00,0.00,0.48,0.00,,,
P1208MV,"2012-08-11 09:31:00",,,Cycle2,CTD,,32,17,,,,,19,0.32,2.90,0.01,0.53,0.00,,,
P1208MV,"2012-08-11 09:31:00",,,Cycle2,CTD,,32,14,,,,,29,0.32,2.80,0.02,0.87,0.00,,,
P1208MV,"2012-08-11 09:31:00",,,Cycle2,CTD,,32,11,,,,,40,0.30,2.40,0.05,1.23,0.00,,,
P1208MV,"2012-08-11 09:31:00",,,Cycle2,CTD,,32,8,,,,,49,0.29,2.30,0.05,1.28,0.00,,,
P1208MV,"2012-08-11 09:31:00",,,Cycle2,CTD,,32,5,,,,,59,0.41,3.50,0.11,1.31,0.00,,,
P1208MV,"2012-08-11 09:31:00",,,Cycle2,CTD,,32,2,,,,,72,0.47,4.10,0.09,1.89,0.00,,,
P1208MV,"2012-08-11 17:27:00",,,Cycle2,CTD,,33,9,,,,,3,0.32,2.70,0.00,0.29,0.03,,,
P1208MV,"2012-08-11 17:27:00",,,Cycle2,CTD,,33,2,,,,,122,1.40,17.20,0.00,17.72,0.00,,,
P1208MV,"2012-08-11 17:27:00",,,Cycle2,CTD,,33,1,,,,,501,3.08,79.20,0.00,41.08,0.00,,,
P1208MV,"2012-08-12 10:02:00",,,Cycle2,CTD,,35,22,,,,,3,0.34,2.80,0.01,0.59,0.00,,,
P1208MV,"2012-08-12 10:02:00",,,Cycle2,CTD,,35,20,,,,,12,0.36,3.20,0.01,0.23,0.04,,,
P1208MV,"2012-08-12 10:02:00",,,Cycle2,CTD,,35,18,,,,,20,0.41,3.70,0.05,1.01,0.16,,,
P1208MV,"2012-08-12 10:02:00",,,Cycle2,CTD,,35,16,,,,,31,0.48,3.80,0.12,1.78,0.47,,,
P1208MV,"2012-08-12 10:02:00",,,Cycle2,CTD,,35,14,,,,,40,0.53,4.60,0.20,2.51,0.25,,,
P1208MV,"2012-08-12 10:02:00",,,Cycle2,CTD,,35,12,,,,,50,0.65,5.80,0.15,4.65,0.00,,,
P1208MV,"2012-08-12 10:02:00",,,Cycle2,CTD,,35,10,,,,,60,0.87,8.10,0.04,8.46,0.00,,,
P1208MV,"2012-08-12 10:02:00",,,Cycle2,CTD,,35,8,,,,,70,1.04,10.40,0.01,11.22,0.00,,,
P1208MV,"2012-08-13 09:03:00",,,Cycle3,CTD,,36,23,,,,,2,0.32,0.80,0.05,0.77,0.11,,,
P1208MV,"2012-08-13 09:03:00",,,Cycle3,CTD,,36,20,,,,,7,0.31,0.60,0.05,0.78,0.11,,,
P1208MV,"2012-08-13 09:03:00",,,Cycle3,CTD,,36,17,,,,,12,0.31,0.60,0.05,0.75,0.12,,,
P1208MV,"2012-08-13 09:03:00",,,Cycle3,CTD,,36,14,,,,,20,0.31,0.70,0.07,0.98,0.19,,,
P1208MV,"2012-08-13 09:03:00",,,Cycle3,CTD,,36,11,,,,,24,0.32,0.40,0.10,1.33,0.29,,,
P1208MV,"2012-08-13 09:03:00",,,Cycle3,CTD,,36,8,,,,,29,0.32,0.40,0.11,1.37,0.38,,,
P1208MV,"2012-08-13 09:03:00",,,Cycle3,CTD,,36,5,,,,,40,0.34,0.90,0.11,1.49,0.41,,,
P1208MV,"2012-08-13 09:03:00",,,Cycle3,CTD,,36,2,,,,,50,1.19,6.60,0.46,10.10,1.63,,,
P1208MV,"2012-08-13 17:30:00",,,Cycle3,CTD,,38,10,,,,,2,0.31,0.50,0.05,0.73,0.16,,,
P1208MV,"2012-08-13 17:30:00",,,Cycle3,CTD,,38,2,,,,,100,2.03,27.00,0.00,26.01,0.00,,,
P1208MV,"2012-08-13 17:30:00",,,Cycle3,CTD,,38,1,,,,,501,3.12,79.70,0.00,40.93,0.00,,,
P1208MV,"2012-08-14 09:01:00",,,Cycle3,CTD,,40,23,,,,,2,0.32,0.70,0.04,0.65,0.17,,,
P1208MV,"2012-08-14 09:01:00",,,Cycle3,CTD,,40,20,,,,,7,0.31,0.50,0.04,0.65,0.16,,,
P1208MV,"2012-08-14 09:01:00",,,Cycle3,CTD,,40,17,,,,,11,0.32,0.50,0.04,0.85,0.17,,,
P1208MV,"2012-08-14 09:01:00",,,Cycle3,CTD,,40,14,,,,,20,0.30,0.20,0.10,1.23,0.23,,,
P1208MV,"2012-08-14 09:01:00",,,Cycle3,CTD,,40,11,,,,,24,0.32,0.60,0.11,1.47,0.41,,,
P1208MV,"2012-08-14 09:01:00",,,Cycle3,CTD,,40,8,,,,,30,0.34,0.30,0.13,1.57,0.52,,,
P1208MV,"2012-08-14 09:01:00",,,Cycle3,CTD,,40,5,,,,,39,0.41,1.00,0.17,2.51,0.57,,,
P1208MV,"2012-08-14 09:01:00",,,Cycle3,CTD,,40,2,,,,,49,1.40,9.80,0.46,15.00,0.34,,,
P1208MV,"2012-08-14 17:28:00",,,Cycle3,CTD,,41,10,,,,,1,0.32,0.30,0.04,0.68,0.23,,,
P1208MV,"2012-08-14 17:28:00",,,Cycle3,CTD,,41,2,,,,,100,2.10,29.70,0.00,27.51,0.00,,,
P1208MV,"2012-08-14 17:28:00",,,Cycle3,CTD,,41,1,,,,,504,3.16,82.40,0.00,41.07,0.00,,,
P1208MV,"2012-08-15 11:12:00",,,Cycle3,CTD,,43,24,,,,,2,0.36,1.10,0.06,1.14,0.42,,,
P1208MV,"2012-08-15 11:12:00",,,Cycle3,CTD,,43,22,,,,,7,0.36,1.10,0.06,1.18,0.57,,,
P1208MV,"2012-08-15 11:12:00",,,Cycle3,CTD,,43,20,,,,,12,0.37,1.10,0.07,1.04,0.79,,,
P1208MV,"2012-08-15 11:12:00",,,Cycle3,CTD,,43,18,,,,,19,0.35,0.80,0.05,1.27,0.91,,,
P1208MV,"2012-08-15 11:12:00",,,Cycle3,CTD,,43,16,,,,,25,0.37,0.80,0.05,1.34,1.07,,,
P1208MV,"2012-08-15 11:12:00",,,Cycle3,CTD,,43,14,,,,,30,0.39,0.90,0.08,1.48,1.21,,,
P1208MV,"2012-08-15 11:12:00",,,Cycle3,CTD,,43,12,,,,,40,0.47,1.30,0.17,2.53,1.85,,,
P1208MV,"2012-08-15 11:12:00",,,Cycle3,CTD,,43,10,,,,,50,0.86,3.40,0.35,6.51,3.05,,,
P1208MV,"2012-08-16 09:00:00",,,Cycle4,CTD,,44,23,,,,,2,0.28,2.90,0.00,0.01,0.00,,,
P1208MV,"2012-08-16 09:00:00",,,Cycle4,CTD,,44,20,,,,,12,0.28,2.90,0.00,0.00,0.00,,,
P1208MV,"2012-08-16 09:00:00",,,Cycle4,CTD,,44,17,,,,,24,0.28,2.90,0.00,0.02,0.00,,,
P1208MV,"2012-08-16 09:00:00",,,Cycle4,CTD,,44,14,,,,,39,0.28,3.00,0.00,0.01,0.00,,,
P1208MV,"2012-08-16 09:00:00",,,Cycle4,CTD,,44,11,,,,,50,0.30,3.10,0.00,0.13,0.01,,,
P1208MV,"2012-08-16 09:00:00",,,Cycle4,CTD,,44,8,,,,,60,0.38,3.50,0.06,1.00,0.09,,,
P1208MV,"2012-08-16 09:00:00",,,Cycle4,CTD,,44,5,,,,,79,0.36,3.50,0.12,0.51,0.14,,,
P1208MV,"2012-08-16 09:00:00",,,Cycle4,CTD,,44,2,,,,,100,0.61,5.80,0.06,4.46,0.00,,,
